p0	a2036
p0	a2336
p0	a5450
p1	a2795
p1	a1581
p1	a3725
p1	a3705
p2	a2295
p2	a4838
p2	a3799
p3	a1896
p3	a5510
p4	a1270
p4	a5412
p5	a2795
p5	a1855
p5	a3725
p5	a4345
p6	a5121
p6	a4166
p6	a166
p7	a4960
p7	a4145
p8	a2561
p8	a2336
p8	a2768
p9	a5530
p9	a5573
p9	a2565
p9	a5512
p10	a5545
p10	a1905
p10	a3959
p11	a4751
p11	a5155
p11	a2851
p11	a247
p11	a5554
p11	a5514
p12	a5544
p12	a6684
p12	a5171
p13	a5574
p13	a4330
p14	a5519
p14	a1923
p15	a5541
p15	a5540
p15	a5277
p16	a1582
p17	a1757
p17	a1056
p17	a6782
p17	a932
p17	a1759
p18	a969
p18	a865
p18	a1672
p19	a5345
p19	a1413
p19	a2066
p20	a2188
p20	a2336
p20	a1952
p21	a571
p21	a4149
p22	a5721
p22	a1015
p22	a6303
p23	a5438
p23	a4970
p24	a3312
p24	a803
p25	a5481
p25	a259
p25	a5325
p25	a2498
p25	a5196
p25	a5491
p25	a5305
p25	a4094
p26	a3312
p26	a1318
p27	a2080
p27	a6717
p27	a5499
p28	a4944
p28	a3548
p28	a2273
p28	a4775
p29	a2537
p29	a5813
p29	a4531
p30	a2896
p30	a4294
p30	a479
p31	a5305
p31	a5481
p31	a6704
p31	a4094
p32	a502
p32	a5684
p32	a5443
p33	a3818
p33	a5428
p33	a4777
p33	a4463
p33	a6760
p34	a3305
p34	a3230
p34	a5493
p35	a5230
p35	a5513
p35	a635
p36	a5462
p36	a2849
p36	a820
p36	a4839
p37	a1220
p37	a4364
p37	a5535
p37	a688
p38	a2794
p38	a5502
p38	a2589
p39	a3426
p39	a5320
p39	a4963
p40	a4447
p40	a2228
p40	a5259
p41	a3118
p41	a3784
p41	a2727
p41	a4169
p42	a247
p42	a2836
p42	a4751
p42	a5459
p43	a4978
p43	a5734
p43	a2740
p43	a5305
p43	a1971
p44	a5407
p44	a6707
p44	a317
p44	a5572
p45	a1092
p45	a5689
p45	a4012
p45	a5467
p45	a5468
p46	a2794
p46	a786
p47	a1248
p48	a5563
p48	a1946
p48	a1757
p49	a5553
p49	a1986
p49	a3094
p50	a5549
p50	a3648
p50	a3297
p51	a1637
p51	a2336
p51	a5526
p51	a3503
p52	a1600
p52	a4750
p52	a2273
p52	a1488
p52	a5647
p53	a4968
p53	a996
p54	a5267
p54	a4747
p54	a859
p54	a5452
p54	a5583
p55	a3497
p55	a1332
p55	a4450
p55	a3234
p56	a1875
p56	a5414
p57	a689
p57	a6678
p58	a2273
p58	a5991
p58	a5559
p59	a5301
p59	a5357
p60	a2703
p60	a4759
p60	a888
p60	a5837
p61	a3081
p61	a587
p62	a3602
p62	a5556
p62	a2034
p63	a2748
p63	a2108
p63	a3626
p63	a91
p63	a1852
p63	a2975
p64	a4654
p64	a4077
p64	a178
p65	a2616
p65	a4456
p65	a4042
p66	a2273
p66	a5576
p66	a3792
p66	a1522
p66	a1467
p66	a933
p67	a997
p67	a5697
p67	a5501
p67	a259
p67	a2613
p68	a4180
p68	a3536
p68	a1389
p69	a1303
p69	a5516
p70	a3463
p70	a2262
p70	a5199
p70	a824
p71	a5201
p71	a5238
p71	a6760
p72	a5207
p72	a213
p73	a3483
p73	a4573
p73	a3291
p73	a5561
p74	a5471
p74	a4751
p74	a247
p75	a5459
p75	a5170
p75	a5475
p75	a5500
p76	a3728
